iter	Passed	Remaining
1622	1267886	294512
1623	1268221	293627
1624	1268554	292743
1625	1268881	291858
1626	1269174	290966
1627	1269519	290086
1628	1269795	289192
1629	1270177	288322
1630	1270448	287428
1631	1270809	286555
1632	1271073	285660
1633	1271351	284770
1634	1271651	283885
1635	1271984	283008
1636	1272265	282121
1637	1272590	281244
1638	1272926	280369
1639	1273252	279494
1640	1273669	278639
1641	1274110	277790
1642	1274414	276911
1643	1274765	276044
1644	1275034	275159
1645	1275371	274290
1646	1275714	273422
1647	1276140	272573
1648	1276544	271720
1649	1276881	270853
1650	1277225	269988
1651	1277640	269139
1652	1278016	268282
1653	1278359	267419
1654	1278770	266571
1655	1279141	265715
1656	1279552	264868
1657	1279932	264014
1658	1280306	263161
1659	1280706	262313
1660	1281055	261455
1661	1281415	260600
1662	1281795	259750
1663	1282173	258900
1664	1282511	258042
1665	1282840	257184
1666	1283154	256323
1667	1283416	255452
1668	1283775	254601
1669	1284197	253763
1670	1284581	252918
1671	1284952	252071
1672	1285366	251234
1673	1285666	250374
1674	1286079	249537
1675	1286378	248679
1676	1286719	247829
1677	1287089	246986
1678	1287466	246144
1679	1287842	245303
1680	1288153	244450
1681	1288426	243590
1682	1288790	242749
1683	1289140	241905
1684	1289534	241070
1685	1289860	240223
1686	1290218	239382
1687	1290541	238536
1688	1290861	237689
1689	1291210	236849
1690	1291453	235990
1691	1291699	235132
1692	1292086	234300
1693	1292425	233460
1694	1292686	232607
1695	1292983	231761
1696	1293272	230914
1697	1293593	230073
1698	1293911	229233
1699	1294292	228404
1700	1294562	227556
1701	1294957	226731
1702	1295346	225906
1703	1295674	225070
1704	1296008	224236
1705	1296276	223391
1706	1296551	222548
1707	1296862	221711
1708	1297237	220887
1709	1297569	220055
1710	1297945	219232
1711	1298237	218395
1712	1298435	217542
1713	1298698	216702
1714	1299072	215880
1715	1299478	215065
1716	1299681	214216
1717	1300081	213401
1718	1300355	212565
1719	1300623	211729
1720	1300894	210894
1721	1301283	210079
1722	1301698	209269
1723	1302100	208456
1724	1302380	207625
1725	1302683	206799
1726	1303076	205987
1727	1303312	205151
1728	1303745	204346
1729	1304011	203516
1730	1304322	202693
1731	1304654	201874
1732	1304943	201050
1733	1305211	200222
1734	1305563	199408
1735	1305833	198582
1736	1306113	197759
1737	1306475	196948
1738	1306900	196147
1739	1307301	195343
1740	1307612	194527
1741	1307971	193717
1742	1308306	192905
1743	1308707	192103
1744	1309190	191314
1745	1309517	190502
1746	1309858	189693
1747	1310193	188883
1748	1310507	188071
1749	1310864	187266
1750	1311259	186466
1751	1311607	185661
1752	1311866	184843
1753	1312189	184035
1754	1312603	183240
1755	1312927	182434
1756	1313207	181621
1757	1313521	180814
1758	1313848	180009
1759	1314110	179196
1760	1314392	178387
1761	1314730	177585
1762	1315034	176779
1763	1315230	175960
1764	1315572	175161
1765	1315850	174353
1766	1316256	173564
1767	1316582	172764
1768	1316996	171976
1769	1317400	171187
1770	1317669	170381
1771	1318028	169588
1772	1318444	168802
1773	1318807	168010
1774	1319129	167213
1775	1319473	166420
1776	1319806	165625
1777	1320121	164829
1778	1320449	164035
1779	1320794	163244
1780	1321152	162455
1781	1321476	161662
1782	1321850	160875
1783	1322167	160083
1784	1322494	159292
1785	1322735	158491
1786	1323075	157702
1787	1323366	156909
1788	1323747	156126
1789	1324063	155337
1790	1324321	154541
1791	1324806	153772
1792	1325163	152988
1793	1325522	152206
1794	1325807	151415
1795	1326142	150630
1796	1326452	149844
1797	1326833	149065
1798	1327097	148274
1799	1327380	147486
1800	1327696	146702
1801	1327934	145910
1802	1328280	145131
1803	1328584	144347
1804	1328992	143575
1805	1329328	142796
1806	1329604	142010
1807	1329857	141223
1808	1330218	140448
1809	1330526	139668
1810	1330918	138897
1811	1331181	138113
1812	1331461	137332
1813	1331740	136551
1814	1332187	135787
1815	1332493	135010
1816	1332889	134242
1817	1333225	133469
1818	1333661	132706
1819	1333997	131933
1820	1334228	131151
1821	1334549	130378
1822	1334870	129606
1823	1335251	128840
1824	1335570	128068
1825	1335793	127288
1826	1336099	126516
1827	1336392	125743
1828	1336659	124969
1829	1336919	124194
1830	1337225	123424
1831	1337572	122659
1832	1337851	121888
1833	1338283	121131
1834	1338550	120360
1835	1338995	119605
1836	1339275	118836
1837	1339693	118079
1838	1340015	117315
1839	1340313	116548
1840	1340728	115793
1841	1341018	115027
1842	1341400	114270
1843	1341825	113516
1844	1342204	112759
1845	1342460	111992
1846	1342851	111237
1847	1343195	110479
1848	1343527	109720
1849	1343770	108954
1850	1344045	108191
1851	1344403	107436
1852	1344854	106688
1853	1345227	105934
1854	1345708	105190
1855	1345989	104430
1856	1346298	103672
1857	1346595	102915
1858	1346937	102161
1859	1347198	101402
1860	1347568	100651
1861	1347818	99891
1862	1348185	99141
1863	1348434	98383
1864	1348776	97632
1865	1349117	96881
1866	1349480	96133
1867	1349817	95383
1868	1350094	94629
1869	1350437	93880
1870	1350755	93130
1871	1350988	92375
1872	1351390	91631
1873	1351698	90882
1874	1352045	90136
1875	1352341	89387
1876	1352652	88639
1877	1352793	87881
1878	1352978	87126
1879	1353291	86380
1880	1353646	85637
1881	1353941	84891
1882	1354318	84150
1883	1354691	83409
1884	1355050	82668
1885	1355410	81928
1886	1355690	81183
1887	1356025	80442
1888	1356328	79699
1889	1356670	78959
1890	1357034	78221
1891	1357306	77478
1892	1357754	76745
1893	1358095	76007
1894	1358537	75275
1895	1358883	74537
1896	1359256	73802
1897	1359583	73065
1898	1359840	72324
1899	1360136	71586
1900	1360401	70846
1901	1360743	70111
1902	1360994	69372
1903	1361466	68645
1904	1361881	67915
1905	1362209	67181
1906	1362534	66447
1907	1362808	65711
1908	1363023	64973
1909	1363291	64238
1910	1363551	63503
1911	1363910	62774
1912	1364290	62045
1913	1364637	61316
1914	1364908	60583
1915	1365199	59852
1916	1365546	59123
1917	1365893	58395
1918	1366169	57665
1919	1366557	56939
1920	1366790	56208
1921	1367058	55478
1922	1367415	54753
1923	1367648	54023
1924	1368006	53298
1925	1368361	52574
1926	1368698	51850
1927	1368956	51122
1928	1369237	50397
1929	1369480	49670
1930	1369801	48946
1931	1370204	48226
1932	1370585	47506
1933	1370987	46786
1934	1371311	46064
1935	1371587	45341
1936	1371902	44620
1937	1372278	43901
1938	1372692	43184
1939	1373169	42469
1940	1373584	41752
1941	1373862	41031
1942	1374211	40313
1943	1374476	39593
1944	1374742	38874
1945	1375132	38158
1946	1375573	37444
1947	1375963	36730
1948	1376308	36014
1949	1376681	35299
1950	1376856	34580
1951	1377167	33864
1952	1377570	33151
1953	1377850	32436
1954	1378152	31722
1955	1378519	31009
1956	1378767	30294
1957	1379147	29583
1958	1379404	28869
1959	1379757	28158
1960	1380025	27445
1961	1380331	26734
1962	1380710	26024
1963	1380964	25313
1964	1381316	24603
1965	1381739	23895
1966	1382018	23185
1967	1382403	22478
1968	1382698	21769
1969	1383034	21061
1970	1383245	20352
1971	1383536	19644
1972	1383842	18937
1973	1384222	18231
1974	1384514	17525
1975	1384775	16819
1976	1385129	16114
1977	1385569	15410
1978	1385969	14707
1979	1386241	14002
1980	1386561	13298
1981	1386787	12594
1982	1387053	11891
1983	1387449	11189
1984	1387863	10487
1985	1388196	9785
1986	1388527	9084
1987	1388848	8383
1988	1389182	7682
1989	1389347	6981
1990	1389610	6281
1991	1390047	5582
1992	1390343	4883
1993	1390559	4184
1994	1390876	3485
1995	1391228	2788
1996	1391640	2090
1997	1391967	1393
1998	1392279	696
1999	1392696	0
