iter	Passed	Remaining
1235	985585	609212
1236	986954	608768
1237	988123	608198
1238	989301	607633
1239	990704	607205
1240	991873	606633
1241	992988	606026
1242	994074	605401
1243	995533	605002
1244	996608	604369
1245	997735	603766
1246	999086	603297
1247	1000640	602950
1248	1002026	602499
1249	1003270	601962
1250	1004814	601603
1251	1006293	601204
1252	1007392	600576
1253	1008303	599836
1254	1009376	599191
1255	1010614	598644
1256	1011191	597705
1257	1011614	596675
1258	1011898	595565
1259	1012279	594513
1260	1012616	593436
1261	1013051	592418
1262	1013493	591405
1263	1013883	590362
1264	1014140	589243
1265	1014463	588164
1266	1014861	587129
1267	1015149	586032
1268	1015564	585009
1269	1015807	583889
1270	1016221	582868
1271	1016527	581785
1272	1016811	580692
1273	1017066	579584
1274	1017520	578590
1275	1017868	577536
1276	1018163	576454
1277	1018519	575408
1278	1018939	574398
1279	1019240	573322
1280	1020065	572542
1281	1021661	572194
1282	1023207	571815
1283	1024929	571534
1284	1026211	571004
1285	1027490	570473
1286	1028777	569944
1287	1029865	569304
1288	1031252	568828
1289	1032484	568266
1290	1033670	567678
1291	1035009	567172
1292	1036292	566634
1293	1037508	566059
1294	1038462	565340
1295	1039558	564698
1296	1040899	564188
1297	1041960	563525
1298	1043231	562975
1299	1044159	562239
1300	1045631	561795
1301	1047122	561360
1302	1048298	560755
1303	1049583	560207
1304	1051341	559909
1305	1052683	559389
1306	1054217	558969
1307	1055623	558479
1308	1057064	558007
1309	1058021	557278
1310	1059295	556716
1311	1060840	556294
1312	1062169	555758
1313	1063788	555372
1314	1065060	554803
1315	1066463	554301
1316	1067768	553747
1317	1069248	553283
1318	1070689	552797
1319	1072173	552331
1320	1073455	551761
1321	1074837	551240
1322	1076714	550971
1323	1078318	550561
1324	1079871	550122
1325	1081431	549686
1326	1082801	549152
1327	1084059	548560
1328	1085399	548008
1329	1086745	547458
1330	1087899	546810
1331	1089161	546216
1332	1090431	545624
1333	1091829	545096
1334	1093442	544673
1335	1094715	544079
1336	1095955	543469
1337	1097433	542975
1338	1098814	542432
1339	1100507	542040
1340	1101679	541392
1341	1103145	540886
1342	1104670	540408
1343	1106083	539874
1344	1107165	539177
1345	1108759	538728
1346	1110220	538213
1347	1111411	537567
1348	1112563	536900
1349	1113520	536139
1350	1114626	535449
1351	1115883	534831
1352	1117036	534163
1353	1118535	533658
1354	1119909	533093
1355	1121268	532519
1356	1122770	532012
1357	1124044	531396
1358	1125145	530697
1359	1126261	530005
1360	1127379	529313
1361	1128703	528717
1362	1130169	528186
1363	1131639	527656
1364	1133048	527095
1365	1134323	526472
1366	1135701	525895
1367	1137397	525464
1368	1138638	524821
1369	1140040	524252
1370	1141130	523538
1371	1142530	522965
1372	1143846	522353
1373	1145298	521802
1374	1146548	521158
1375	1147701	520469
1376	1148686	519703
1377	1150084	519123
1378	1151382	518497
1379	1152332	517714
1380	1153353	516963
1381	1154544	516286
1382	1155646	515570
1383	1156773	514864
1384	1158149	514268
1385	1159181	513518
1386	1160544	512915
1387	1161736	512235
1388	1162841	511516
1389	1164143	510883
1390	1165549	510294
1391	1166914	509686
1392	1168139	509016
1393	1169404	508364
1394	1170875	507798
1395	1172130	507139
1396	1173390	506481
1397	1174492	505754
1398	1175738	505088
1399	1177120	504480
1400	1178471	503857
1401	1179574	503128
1402	1180789	502445
1403	1182027	501772
1404	1183439	501171
1405	1184756	500530
1406	1186058	499881
1407	1187541	499307
1408	1189091	498760
1409	1190611	498199
1410	1192169	497652
1411	1193576	497041
1412	1194712	496317
1413	1196030	495667
1414	1197167	494942
1415	1197786	494002
1416	1198145	492956
1417	1198503	491910
1418	1198894	490879
1419	1199245	489832
1420	1199782	488862
1421	1200232	487858
1422	1200510	486784
1423	1200892	485754
1424	1201215	484701
1425	1201676	483704
1426	1202101	482693
1427	1202433	481646
1428	1202800	480615
1429	1203309	479640
1430	1203579	478572
1431	1203922	477533
1432	1204232	476482
1433	1204628	475466
1434	1204951	474423
1435	1205344	473408
1436	1205672	472368
1437	1206016	471336
1438	1206335	470294
1439	1206697	469271
1440	1207096	468263
1441	1207474	467247
1442	1207874	466241
1443	1208274	465235
1444	1208556	464185
1445	1208980	463191
1446	1209341	462173
1447	1209724	461165
1448	1210091	460152
1449	1210463	459141
1450	1210739	458095
1451	1211093	457079
1452	1211348	456027
1453	1211642	454991
1454	1212012	453983
1455	1212380	452977
1456	1212637	451930
1457	1212957	450907
1458	1213153	449839
1459	1213409	448795
1460	1213776	447793
1461	1214130	446786
1462	1214444	445766
1463	1214707	444729
1464	1215060	443725
1465	1215511	442757
1466	1215901	441769
1467	1216158	440733
1468	1216518	439735
1469	1216810	438713
1470	1217170	437718
1471	1217467	436700
1472	1217775	435687
1473	1218020	434653
1474	1218349	433649
1475	1218642	432634
1476	1218942	431622
1477	1219353	430651
1478	1219631	429633
1479	1219936	428626
1480	1220397	427674
1481	1220765	426691
1482	1221262	425753
1483	1221531	424737
1484	1221851	423739
1485	1222099	422718
1486	1222429	421725
1487	1222775	420739
1488	1223108	419750
1489	1223444	418762
1490	1223819	417789
1491	1224162	416805
1492	1224464	415809
1493	1224864	414847
1494	1225204	413865
1495	1225539	412882
1496	1225821	411882
1497	1226167	410905
1498	1226504	409925
1499	1226792	408930
1500	1227208	407979
1501	1227522	406994
1502	1227859	406018
1503	1228281	405071
1504	1228681	404117
1505	1228955	403123
1506	1229278	402146
1507	1229574	401161
1508	1229826	400162
1509	1230230	399213
1510	1230620	398261
1511	1230907	397277
1512	1231219	396301
1513	1231445	395298
1514	1231769	394328
1515	1232119	393367
1516	1232369	392376
1517	1232743	391424
1518	1233003	390437
1519	1233443	389508
1520	1233707	388524
1521	1234013	387554
1522	1234354	386597
1523	1234718	385646
1524	1235059	384690
1525	1235357	383721
1526	1235735	382778
1527	1236060	381819
1528	1236454	380883
1529	1236745	379915
1530	1237062	378956
1531	1237548	378050
1532	1237833	377083
1533	1238202	376142
1534	1238537	375192
1535	1238848	374235
1536	1239167	373281
1537	1239497	372332
1538	1239886	371402
1539	1240232	370459
1540	1240530	369502
1541	1240808	368540
1542	1241168	367604
1543	1241469	366651
1544	1241860	365725
1545	1242211	364789
1546	1242539	363846
1547	1242902	362914
1548	1243336	362004
1549	1243531	361025
1550	1243874	360089
1551	1244220	359156
1552	1244485	358200
1553	1244744	357243
1554	1245085	356310
1555	1245452	355386
1556	1245730	354437
1557	1246080	353509
1558	1246496	352601
1559	1246847	351674
1560	1247179	350744
1561	1247509	349813
1562	1247778	348866
1563	1248103	347936
1564	1248455	347014
1565	1248888	346116
1566	1249157	345172
1567	1249473	344242
1568	1249848	343330
1569	1250221	342417
1570	1250537	341489
1571	1250813	340552
1572	1251177	339639
1573	1251480	338710
1574	1251788	337784
1575	1252192	336884
1576	1252461	335948
1577	1252724	335012
1578	1253106	334108
1579	1253472	333201
1580	1253845	332296
1581	1254199	331387
1582	1254499	330465
1583	1254918	329574
1584	1255178	328642
1585	1255536	327737
1586	1255862	326825
1587	1256121	325895
1588	1256466	324989
1589	1256732	324063
1590	1256974	323131
1591	1257313	322226
1592	1257628	321315
1593	1257890	320391
1594	1258228	319487
1595	1258587	318589
1596	1258899	317681
1597	1259188	316767
1598	1259511	315862
1599	1259843	314960
1600	1260192	314064
1601	1260605	313184
1602	1261017	312304
1603	1261364	311409
1604	1261669	310504
1605	1262005	309607
1606	1262291	308699
1607	1262595	307796
1608	1262977	306913
1609	1263286	306013
1610	1263698	305138
1611	1264131	304269
1612	1264508	303387
1613	1264859	302500
1614	1265219	301615
1615	1265637	300745
1616	1266053	299875
1617	1266299	298965
1618	1266632	298077
1619	1266893	297172
1620	1267138	296265
1621	1267593	295407
